yr,brand,brandNm,corpNm,frcsCnt,newFrcsRgsCnt,ctrtEndCnt,ctrtCncltnCnt,nmChgCnt,open_rate,close_rate,avrgSlsAmt,avg_sales_eok,ar_unit_sales_manwon
2019,오가다,오가다,(주)오가다,91,21,10,0,7,0.23076923076923078,0.10989010989010989,128873,1.28873,430.1
2020,오가다,오가다,(주)오가다,91,19,11,8,5,0.2087912087912088,0.2087912087912088,119266,1.19266,441.4
2021,오가다,오가다,(주)오가다,82,13,6,16,5,0.15853658536585366,0.2682926829268293,83084,0.83084,388.5
2022,오가다,오가다,(주)오가다,54,2,24,6,2,0.037037037037037035,0.5555555555555556,87702,0.87702,364.6
2023,오가다,오가다,(주)오가다,40,3,7,10,1,0.075,0.425,127720,1.2772,541.0
2024,오가다,오가다,(주)오가다,33,0,4,3,1,0.0,0.21212121212121213,134006,1.34006,571.1
2020,"오늘도, 카페일리터","오늘도, 카페일리터",카페일리터,38,37,0,0,1,0.9736842105263158,0.0,117478,1.17478,1095.6
2021,"오늘도, 카페일리터","오늘도, 카페일리터",카페일리터,54,21,5,0,2,0.3888888888888889,0.09259259259259259,136410,1.3641,1254.7
2022,"오늘도, 카페일리터","오늘도, 카페일리터",카페일리터,60,15,3,6,11,0.25,0.15,216760,2.1676,1995.4
2023,오늘도빙수,오늘도빙수,오늘도빙수본점,10,7,0,0,0,0.7,0.0,0,0.0,0.0
2024,오늘도빙수,오늘도빙수,오늘도빙수본점,19,11,1,1,2,0.5789473684210527,0.10526315789473684,208600,2.086,1454.1
2017,오드리헵번카페티엠,오드리헵번카페티엠(TM),(주)바인인터내셔날,19,4,7,0,1,0.21052631578947367,0.3684210526315789,126016,1.26016,383.0
2018,오드리헵번카페티엠,오드리헵번카페티엠(TM),(주)바인인터내셔날,16,1,4,0,1,0.0625,0.25,118926,1.18926,382.0
2023,오또도넛,오또도넛,오또도넛,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2024,오또도넛,오또도넛,오또도넛,2,1,0,0,0,0.5,0.0,0,0.0,0.0
2022,오슬랑,오슬랑,(주)고구려에프앤비,8,8,0,0,0,1.0,0.0,134688,1.34688,1204.5
2023,오슬랑 커피,오슬랑 커피,(주)고구려에프앤비,12,4,0,0,3,0.3333333333333333,0.0,151269,1.51269,1211.2
2024,오슬랑 커피,오슬랑 커피,(주)고구려에프앤비,19,9,1,1,0,0.47368421052631576,0.10526315789473684,186539,1.86539,1431.6
2021,오슬로우,오슬로우(OHSLOW),(주)에스씨에스에프앤비,14,7,0,0,0,0.5,0.0,133442,1.33442,1061.5
2023,오슬로우,오슬로우(OHSLOW),(주)에스씨에스에프앤비,29,12,5,2,1,0.41379310344827586,0.2413793103448276,114564,1.14564,860.2
2024,오슬로우,오슬로우(OHSLOW),(주)에스씨에스에프앤비,31,8,6,0,3,0.25806451612903225,0.1935483870967742,121934,1.21934,828.6
2022,오제뉴어리,오제뉴어리(O January),오제뉴어리,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2021,오토카페,오토카페 (AUTO CAFE),오토카페(AUTOCAFE),2,2,0,0,0,1.0,0.0,0,0.0,0.0
2024,오페라빈 에스프레소바,오페라빈 에스프레소바,㈜혜명에프앤비,4,4,0,0,0,1.0,0.0,196315,1.96315,1455.8
2024,오프커피,오프커피,(주)에이치제이에이치코리아,1,1,0,0,0,1.0,0.0,99386,0.99386,764.5
2021,온리비커피,온리비커피(Only B COFFEE),(주)온리비컴퍼니,3,3,0,0,0,1.0,0.0,0,0.0,0.0
2022,온리비커피,온리비커피(Only B COFFEE),(주)온리비컴퍼니,4,1,0,0,0,0.25,0.0,0,0.0,0.0
2023,온리비커피,온리비커피(Only B COFFEE),(주)온리비컴퍼니,9,8,1,2,0,0.8888888888888888,0.3333333333333333,174571,1.74571,1139.2
2024,온선데이커피,온선데이커피,(주)엔피엔에프,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2023,올더타임,올더타임,(주)비엔,6,6,0,0,0,1.0,0.0,256583,2.56583,2405.4
2023,올디스커피 ALL THIS COFFEE,올디스커피 ALL THIS COFFEE,(주)올디스에프엔비,2,1,0,0,0,0.5,0.0,176757,1.76757,1262.0
2022,올리버브라운 카페,올리버브라운 카페,(주)올리버브라운코리아,4,1,0,0,0,0.25,0.0,156581,1.56581,432.4
2024,올리버브라운 카페,올리버브라운 카페,(주)올리버브라운코리아,5,0,1,0,0,0.0,0.2,187467,1.87467,476.7
2017,올리버브라운카페,올리버브라운카페,(주)올리버브라운코리아,4,2,0,0,0,0.5,0.0,8552,0.08552,25.1
2018,올리버브라운카페,올리버브라운카페,(주)올리버브라운코리아,3,1,0,2,0,0.3333333333333333,0.6666666666666666,115928,1.15928,493.8
2019,올리버브라운카페,올리버브라운카페,(주)올리버브라운코리아,2,0,0,1,0,0.0,0.5,163037,1.63037,519.5
2021,올리버브라운카페,올리버브라운카페,(주)올리버브라운코리아,3,1,0,0,0,0.3333333333333333,0.0,61599,0.61599,197.4
2022,올리터,올리터,올리터카페&디저트프랜차이즈,7,7,0,0,0,1.0,0.0,0,0.0,0.0
2023,올리터,올리터,그래컴퍼니,11,5,1,0,0,0.45454545454545453,0.09090909090909091,117501,1.17501,863.8
2024,올리터,올리터,그래컴퍼니,12,4,0,3,2,0.3333333333333333,0.25,112265,1.12265,794.1
2017,올어바웃차,올어바웃차(ALL ABOUT CHA),(주)올어바웃,2,0,0,2,0,0.0,1.0,0,0.0,0.0
2018,올어바웃차,올어바웃차(ALL ABOUT CHA),(주)올어바웃,2,0,0,0,0,0.0,0.0,0,0.0,0.0
2017,올어바웃카페,올어바웃카페,(주)올어바웃,4,0,0,1,0,0.0,0.25,0,0.0,0.0
2018,올어바웃카페,올어바웃카페,(주)올어바웃,2,0,2,0,0,0.0,1.0,0,0.0,0.0
2024,올차,올차,(주)케이푸드아이엔지,25,0,0,0,0,0.0,0.0,0,0.0,0.0
2022,와드WAD,와드WAD,(주)돌우물,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2023,와드커피,와드커피(WAD COFFEE),(주)돌우물,8,8,0,1,0,1.0,0.125,0,0.0,0.0
2024,와드커피,와드커피(WAD COFFEE),(주)돌우물,34,26,0,0,0,0.7647058823529411,0.0,125550,1.2555,1101.7
2017,와리터,와리터(waliter),(주)카페리터에프앤씨,3,5,0,2,0,1.6666666666666667,0.6666666666666666,0,0.0,0.0
2022,와커피,와커피 (WA’ COFFEE),(주)정철,3,3,0,0,0,1.0,0.0,0,0.0,0.0
2023,와커피,와커피 (WA’ COFFEE),(주)정철,9,6,0,0,0,0.6666666666666666,0.0,104009,1.04009,813.7
2024,와커피,와커피 (WA’ COFFEE),(주)정철,10,3,2,0,0,0.3,0.2,102277,1.02277,769.7
2017,와타빈,와타빈(WATABEAN),와타빈,5,0,1,0,0,0.0,0.2,0,0.0,0.0
2022,왓커피,왓커피,왓컴퍼니,8,5,0,0,0,0.625,0.0,152194,1.52194,803.6
2023,왓커피,왓커피,왓컴퍼니,13,7,1,1,0,0.5384615384615384,0.15384615384615385,176292,1.76292,1049.3
2024,왓커피,왓커피,왓컴퍼니,17,6,0,2,0,0.35294117647058826,0.11764705882352941,193874,1.93874,987.3
2018,요거트맨,요거트맨,컴퍼니맨(주),6,6,0,0,0,1.0,0.0,0,0.0,0.0
2019,요거트맨,요거트맨,컴퍼니맨(주),4,0,2,0,0,0.0,0.5,0,0.0,0.0
2020,요거트맨,요거트맨,컴퍼니맨(주),6,3,1,0,0,0.5,0.16666666666666666,25886,0.25886,287.6
2021,요거트맨,요거트맨,컴퍼니맨(주),9,4,1,0,0,0.4444444444444444,0.1111111111111111,91249,0.91249,960.5
2022,요거트맨,요거트맨,컴퍼니맨(주),11,5,1,2,0,0.45454545454545453,0.2727272727272727,172777,1.72777,1851.1
2023,요거트맨,요거트맨,컴퍼니맨(주),13,3,1,0,4,0.23076923076923078,0.07692307692307693,143333,1.43333,1563.6
2024,요거트맨,요거트맨,컴퍼니맨(주),9,0,4,0,1,0.0,0.4444444444444444,270000,2.7,2670.3
2023,요거트판다,요거트판다,오제뉴어리,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2024,요거팡 YogurPang,요거팡 YogurPang,요거팡,4,4,0,0,0,1.0,0.0,164277,1.64277,1301.0
2017,요거프레소,요거프레소,(주)요거프레소,792,137,36,77,91,0.17297979797979798,0.14267676767676768,105510,1.0551,696.3
2018,요거프레소,요거프레소,(주)요거프레소,755,93,26,104,80,0.12317880794701987,0.17218543046357615,99922,0.99922,639.5
2019,요거프레소,요거프레소,(주)요거프레소,705,85,29,103,62,0.12056737588652482,0.18723404255319148,103865,1.03865,720.3
2020,요거프레소,요거프레소,(주)요거프레소,656,43,11,81,78,0.06554878048780488,0.1402439024390244,107997,1.07997,651.1
2021,요거프레소,요거프레소,(주)요거프레소,601,42,0,97,7,0.06988352745424292,0.16139767054908485,88933,0.88933,520.7
2022,요거프레소,요거프레소,(주)현진홀딩스,541,29,0,89,7,0.053604436229205174,0.1645101663585952,77230,0.7723,524.4
2023,요거프레소,요거프레소,(주)현진홀딩스,439,9,0,95,34,0.02050113895216401,0.2164009111617312,77744,0.77744,471.0
2024,요거프레소,요거프레소,(주)현진홀딩스,348,3,0,108,30,0.008620689655172414,0.3103448275862069,79332,0.79332,463.4
2024,요커,요커,요커,22,22,0,0,0,1.0,0.0,119160,1.1916,1290.6
2022,욤카페,욤카페,욤(Yom),3,3,0,0,0,1.0,0.0,0,0.0,0.0
2023,욤카페,욤카페,욤(Yom),12,9,2,0,1,0.75,0.16666666666666666,0,0.0,0.0
2024,우아한과일,우아한과일,(유)프루칸,2,0,0,0,0,0.0,0.0,309197,3.09197,1579.2
2024,우주곰커피,우주곰커피,우주곰커피제이엠에프,5,4,0,0,0,0.8,0.0,175993,1.75993,3142.7
2020,우주라이크,우주라이크(WOULDULIKE),(주)우주에프앤디,108,41,2,7,2,0.37962962962962965,0.08333333333333333,98065,0.98065,787.7
2021,우주라이크,우주라이크(WOULDULIKE),(주)우주에프앤디,123,43,11,15,1,0.34959349593495936,0.21138211382113822,92984,0.92984,737.7
2022,우주라이크,우주라이크(WOULDULIKE),(주)우주에프앤디,129,27,8,12,3,0.20930232558139536,0.15503875968992248,84672,0.84672,672.8
2023,우주라이크,우주라이크(WOULDULIKE),(주)우주에프앤디,114,18,8,23,7,0.15789473684210525,0.2719298245614035,75612,0.75612,542.2
2024,우주라이크,우주라이크(WOULDULIKE),키스톤에프앤비(주),79,1,32,0,12,0.012658227848101266,0.4050632911392405,74715,0.74715,524.7
2018,우주라이크앤,우주라이크앤,(주)우주에프앤디,16,16,0,0,0,1.0,0.0,0,0.0,0.0
2019,우주라이크앤,우주라이크앤,(주)우주에프앤디,76,57,3,1,0,0.75,0.05263157894736842,127077,1.27077,1065.7
2021,우지커피,우지커피(OOZYCOFFEE),우지(OOZY),4,4,0,0,0,1.0,0.0,214492,2.14492,922.5
2022,우지커피,우지커피(OOZYCOFFEE),(주)우지컴퍼니,18,15,1,0,0,0.8333333333333334,0.05555555555555555,229020,2.2902,1205.4
2023,우지커피,우지커피(OOZYCOFFEE),(주)우지컴퍼니,44,27,0,1,1,0.6136363636363636,0.022727272727272728,237143,2.37143,1337.8
2024,우지커피,우지커피(OOZYCOFFEE),(주)우지컴퍼니,97,55,0,2,1,0.5670103092783505,0.020618556701030927,213042,2.13042,1340.9
2023,운커피,운커피(雲커피),(주)남쪽나라,5,5,0,0,0,1.0,0.0,0,0.0,0.0
2024,운커피,운커피(雲커피),(주)디오스글로벌,6,2,0,1,1,0.3333333333333333,0.16666666666666666,107033,1.07033,780.1
2017,워너커피,워너커피(WANNA COFFEE),(유)워너커피,12,10,2,0,1,0.8333333333333334,0.16666666666666666,157145,1.57145,1678.2
2018,워너커피,워너커피(WANNA COFFEE),(유)워너커피,16,4,0,0,1,0.25,0.0,137161,1.37161,1408.9
2019,워너커피,워너커피(WANNA COFFEE),(유)워너커피,13,1,3,1,2,0.07692307692307693,0.3076923076923077,152063,1.52063,1509.7
2020,워너커피,워너커피(WANNA COFFEE),워너커피,9,1,5,0,0,0.1111111111111111,0.5555555555555556,164973,1.64973,1846.1
2021,워너커피,워너커피(WANNA COFFEE),워너커피,8,1,2,0,0,0.125,0.25,137349,1.37349,1619.5
2022,워너커피,워너커피(WANNA COFFEE),워너커피,7,0,1,0,0,0.0,0.14285714285714285,134588,1.34588,1587.0
2024,워너커피,워너커피(WANNA COFFEE),워너커피,5,0,2,0,0,0.0,0.4,134042,1.34042,1667.9
2017,원스어폰어밀크쉐이크,원스어폰어밀크쉐이크,조앤장(주),2,1,0,0,0,0.5,0.0,0,0.0,0.0
2024,원앤식스커피,원앤식스커피,원앤식스커피,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2021,원유로스페셜티커피,원유로스페셜티커피,(주)비아이랩,21,21,0,0,0,1.0,0.0,70695,0.70695,573.2
2022,원유로스페셜티커피,원유로스페셜티커피,(주)비아이랩,72,54,3,0,2,0.75,0.041666666666666664,123711,1.23711,765.4
2023,원유로스페셜티커피,원유로스페셜티커피,(주)비아이랩,86,18,4,0,7,0.20930232558139536,0.046511627906976744,105820,1.0582,721.2
2024,원유로스페셜티커피,원유로스페셜티커피,(주)비아이랩,82,31,38,0,1,0.3780487804878049,0.4634146341463415,105820,1.0582,721.2
2023,원퍼밀커피,원퍼밀커피,(주)원퍼밀,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2019,웨일즈커피,웨일즈커피(WHALES COFFEE),(주)카페홀릭,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2020,웨일즈커피,웨일즈커피(WHALES COFFEE),(주)카페홀릭,2,1,0,0,0,0.5,0.0,0,0.0,0.0
2022,위너스커피,위너스커피,소미돈까스,3,3,0,0,0,1.0,0.0,0,0.0,0.0
2023,위너스커피,위너스커피,위너스커피,8,5,0,0,0,0.625,0.0,0,0.0,0.0
2024,위너스커피,위너스커피,위너스커피,10,2,0,0,2,0.2,0.0,85776,0.85776,529.5
2017,유달리,유달리,유달리본점,29,15,0,0,0,0.5172413793103449,0.0,220576,2.20576,934.9
2018,유달리,유달리,(유)유달리,34,5,0,0,0,0.14705882352941177,0.0,171043,1.71043,724.1
2024,유동 에스프레소바,유동 에스프레소바(Take-Out) ,(주)유동커피,3,3,0,0,0,1.0,0.0,0,0.0,0.0
2020,유동커피,유동커피 ,(주)유동커피,10,10,0,0,0,1.0,0.0,0,0.0,0.0
2021,유동커피,유동커피 ,(주)유동커피,14,6,2,0,0,0.42857142857142855,0.14285714285714285,376497,3.76497,675.2
2022,유동커피,유동커피,(주)유동커피,17,5,0,2,0,0.29411764705882354,0.11764705882352941,303633,3.03633,729.7
2023,유동커피,유동커피,(주)유동커피,15,2,0,4,0,0.13333333333333333,0.26666666666666666,308664,3.08664,789.1
2024,유동커피,유동커피,(주)유동커피,14,3,0,4,0,0.21428571428571427,0.2857142857142857,323301,3.23301,899.5
2023,유로스커피 로스터스,유로스커피 로스터스,(주)유로스컴퍼니,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2024,유로스커피 로스터스,유로스커피 로스터스,(주)유로스컴퍼니,4,3,0,0,0,0.75,0.0,297466,2.97466,1166.5
2024,유아이유,유아이유,유아이유명덕점,3,0,0,0,0,0.0,0.0,175282,1.75282,1752.8
2021,읍천리 382,읍천리 382,읍천리382가맹본부,16,16,0,0,0,1.0,0.0,340457,3.40457,1964.1
2022,읍천리 382,읍천리 382,읍천리382가맹본부,101,85,0,0,7,0.8415841584158416,0.0,414757,4.14757,1630.0
2023,읍천리 382,읍천리 382,읍천리382가맹본부,135,36,1,1,26,0.26666666666666666,0.014814814814814815,367178,3.67178,1341.6
2024,읍천리 382,읍천리 382,읍천리382가맹본부,173,41,0,3,30,0.23699421965317918,0.017341040462427744,347073,3.47073,1270.7
2023,이공커피,이공커피,이공커피,4,3,0,0,0,0.75,0.0,251322,2.51322,1902.5
2024,이공커피,이공커피,이공컴퍼니,11,7,0,0,2,0.6363636363636364,0.0,320381,3.20381,2680.3
2022,이너리트,이너리트,(주)더빌드,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2023,이너리트,이너리트,(주)더빌드,2,1,0,0,0,0.5,0.0,0,0.0,0.0
2024,이너리트,이너리트,(주)더빌드,2,0,0,0,0,0.0,0.0,500372,5.00372,505.4
2017,이디야,이디야커피,(주)이디야,1865,318,30,0,147,0.17050938337801608,0.0160857908847185,231302,2.31302,1020.2
2018,이디야,이디야커피,(주)이디야,2142,318,41,0,218,0.1484593837535014,0.019140989729225025,209936,2.09936,870.6
2019,이디야,이디야커피,(주)이디야,2399,298,41,0,230,0.12421842434347645,0.01709045435598166,214557,2.14557,990.1
2020,이디야,이디야커피,(주)이디야,2651,302,50,0,213,0.11391927574500188,0.01886080724254998,216931,2.16931,841.5
2021,이디야,이디야커피,(주)이디야,2875,305,81,0,248,0.10608695652173913,0.02817391304347826,187040,1.8704,657.0
2022,이디야,이디야커피,(주)이디야,3005,218,88,0,198,0.07254575707154742,0.029284525790349417,180331,1.80331,626.4
2023,이디야,이디야커피,(주)이디야,3005,196,196,0,237,0.06522462562396007,0.06522462562396007,189864,1.89864,644.0
2024,이디야,이디야커피,(주)이디야,2805,143,343,0,244,0.050980392156862744,0.12228163992869875,195287,1.95287,644.7
2023,이루팜,이루팜,이루팜,4,4,0,0,0,1.0,0.0,0,0.0,0.0
2024,이루팜,이루팜,이루팜,8,5,1,0,0,0.625,0.125,288308,2.88308,1896.7
2022,이륜당,이륜당,(주)이음에프앤비,11,11,0,0,1,1.0,0.0,334080,3.3408,2540.2
2023,이륜당,이륜당,(주)이음에프앤비,20,9,0,0,0,0.45,0.0,314080,3.1408,1857.0
2024,이륜당,이륜당,(주)이음에프앤비,18,1,0,1,5,0.05555555555555555,0.05555555555555555,274742,2.74742,1662.7
2022,이분삼십초커피,이분삼십초커피,(주)투앤써티,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2023,이분삼십초커피,이분삼십초커피,(주)투앤써티,4,3,0,0,0,0.75,0.0,0,0.0,0.0
2022,이삐커피,이삐커피(yippee coffee),㈜이삐커피,3,3,0,0,0,1.0,0.0,0,0.0,0.0
2023,이삐커피,이삐커피(yippee coffee),㈜이삐커피,15,12,0,0,0,0.8,0.0,161034,1.61034,1562.9
2024,이수페,이수페,카페이수페,2,2,0,0,0,1.0,0.0,167334,1.67334,1227.1
2023,이십센치,이십센치,(주)커피이십센치,43,43,0,0,0,1.0,0.0,52680,0.5268,264.7
2024,이십센치,이십센치,(주)위니파이브,29,4,18,0,4,0.13793103448275862,0.6206896551724138,58986,0.58986,267.3
2024,이코복스커피스튜디오,이코복스커피스튜디오(IKOVOX COFFEE STUDIO),이코복스커피(주),1,1,0,0,0,1.0,0.0,0,0.0,0.0
2017,익살스런 상상,익살스런 상상,(주)마체베트,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2017,일리 카페,일리 카페 (illy caffe),(주)큐로에프앤비,12,1,0,1,0,0.08333333333333333,0.08333333333333333,275421,2.75421,1163.9
2018,일리 카페,일리 카페 (illy caffe),(주)큐로에프앤비,8,0,0,4,0,0.0,0.5,272561,2.72561,1178.6
2019,일리 카페,일리 카페 (illy caffe),(주)큐로에프앤비,9,1,0,0,0,0.1111111111111111,0.0,246252,2.46252,624.5
2020,일리 카페,일리 카페 (illy Caffe),(주)큐로에프앤비,12,3,0,0,0,0.25,0.0,201176,2.01176,521.0
2021,일리 카페,일리 카페 (illy Caffe),(주)큐로에프앤비,12,2,0,2,0,0.16666666666666666,0.16666666666666666,195927,1.95927,498.1
2023,일리카페,일리카페 (illy Caffe),(주)큐로에프앤비,22,3,0,0,0,0.13636363636363635,0.0,154688,1.54688,416.1
2024,일리카페,일리카페(illy Caffe),(주)큐로에프앤비,14,1,1,8,0,0.07142857142857142,0.6428571428571429,166288,1.66288,436.5
2018,일리터 카페앤바,일리터 카페앤바,카페일리터,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2019,일리터 카페앤바,일리터 카페앤바,카페일리터,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2024,일리터맥스,일리터맥스,맥스랩(LAB),14,8,0,0,0,0.5714285714285714,0.0,93002,0.93002,715.4
2017,일리터커피,일리터커피(1LiTER COFFEE),(주)카페원플러스원,12,5,1,0,1,0.4166666666666667,0.08333333333333333,126956,1.26956,599.9
2018,일리터커피,일리터커피(1LiTER COFFEE),(주)카페원플러스원,8,0,4,0,0,0.0,0.5,106093,1.06093,966.6
2023,일상엔,일상엔,(주)바론에프엔씨,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2024,일상엔,일상엔,(주)바론에프엔씨,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2022,일월십사일,일월십사일,일월십사일,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2023,일월십사일,일월십사일,일월십사일,1,0,0,0,0,0.0,0.0,147833,1.47833,492.7
2023,일층커피, 일층커피(ONE FLOOR COFFEE),일층커피_1F,2,2,0,0,0,1.0,0.0,64672,0.64672,1959.7
2024,일층커피,일층커피(ONE FLOOR COFFEE),일층커피_1F,3,1,0,1,0,0.3333333333333333,0.3333333333333333,77553,0.77553,2350.0
2019,일커피,일커피(iL COFFEE),일커피(주),4,4,0,0,0,1.0,0.0,0,0.0,0.0
2020,일커피,일커피(iL COFFEE),일커피(주),5,1,1,0,0,0.2,0.2,352646,3.52646,1502.9
2021,일커피,일커피(iL COFFEE),일커피(주),5,1,1,0,0,0.2,0.2,0,0.0,0.0
2022,일커피,일커피(iL COFFEE),일커피(주),4,0,1,0,0,0.0,0.25,254526,2.54526,960.2
2023,일커피,일커피(iL COFFEE),일커피(주),4,0,0,0,0,0.0,0.0,234425,2.34425,884.3
2024,일커피,일커피(iL COFFEE),일커피(주),3,0,1,0,0,0.0,0.3333333333333333,246831,2.46831,1334.4
2017,일하기싫은날다방,일하기싫은날다방,밥하기싫은날,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2018,잇.,잇.(EAT.),(주)이에이티,4,3,0,0,0,0.75,0.0,153891,1.53891,640.5
2019,잇.,잇.(EAT.),(주)이에이티,3,0,0,1,0,0.0,0.3333333333333333,0,0.0,0.0
2020,잇.,잇.(EAT),(주)이에이티,2,0,1,0,0,0.0,0.5,0,0.0,0.0
2024,잇피티,잇피티,쥬씨(주),1,1,0,0,0,1.0,0.0,0,0.0,0.0
2017,잠바주스,잠바주스,(주)파리크라상,2,1,0,0,0,0.5,0.0,0,0.0,0.0
2018,잠바주스,잠바주스,(주)파리크라상,1,0,1,0,0,0.0,1.0,0,0.0,0.0
2019,잠바주스,잠바주스,(주)파리크라상,2,1,0,0,0,0.5,0.0,0,0.0,0.0
2020,잠바주스,잠바주스,(주)파리크라상,4,2,0,0,1,0.5,0.0,0,0.0,0.0
2021,잠바주스,잠바주스,(주)파리크라상,4,2,2,0,0,0.5,0.5,0,0.0,0.0
2022,잠바주스,잠바주스,(주)파리크라상,8,5,0,1,0,0.625,0.125,342752,3.42752,2688.2
2023,잠바주스,잠바주스,(주)파리크라상,8,1,0,1,1,0.125,0.125,422416,4.22416,2887.5
2022,장미카페,장미카페,장미카페,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2021,장산다방,장산다방,(주)아슬란,6,6,0,0,0,1.0,0.0,0,0.0,0.0
2017,전광수커피,전광수커피,전광수커피랩,17,17,0,0,0,1.0,0.0,141193,1.41193,335.1
2018,전광수커피,전광수커피,(주)전광수커피,17,1,1,0,2,0.058823529411764705,0.058823529411764705,270116,2.70116,814.2
2019,전광수커피,전광수커피,(주)전광수커피,15,1,3,0,3,0.06666666666666667,0.2,279522,2.79522,815.3
2020,전광수커피,전광수커피,(주)전광수커피,14,0,1,0,0,0.0,0.07142857142857142,261898,2.61898,784.0
2021,전광수커피,전광수커피,(주)전광수커피,12,0,2,0,1,0.0,0.16666666666666666,82021,0.82021,253.2
2022,전광수커피,전광수커피,(주)전광수커피,15,0,0,0,1,0.0,0.0,222193,2.22193,709.8
2023,전광수커피,전광수커피,(주)전광수커피,16,1,0,0,0,0.0625,0.0,241479,2.41479,789.2
2024,전광수커피,전광수커피,(주)전광수커피,14,1,3,0,0,0.07142857142857142,0.21428571428571427,227939,2.27939,808.8
2022,점프,점프(JUMP),(주)범브로스,11,11,0,0,0,1.0,0.0,259869,2.59869,1728.9
2023,점프,점프(JUMP),(주)범브로스,23,13,0,1,3,0.5652173913043478,0.043478260869565216,292865,2.92865,1335.2
2024,점프,점프(JUMP),(주)범브로스,31,13,5,0,4,0.41935483870967744,0.16129032258064516,232294,2.32294,1049.2
2022,정글비,정글비,정글비,14,3,0,0,0,0.21428571428571427,0.0,108954,1.08954,273.7
2023,정글비,정글비,정글비,20,6,0,0,0,0.3,0.0,151305,1.51305,385.6
2024,정글비,정글비,정글비,23,6,0,3,0,0.2608695652173913,0.13043478260869565,143913,1.43913,396.3
2022,제이엠티,제이엠티(JMT),㈜네오플레너스,4,1,1,0,0,0.25,0.25,0,0.0,0.0
2023,제이엠티,제이엠티(JMT),㈜네오플레너스,7,7,0,4,0,1.0,0.5714285714285714,0,0.0,0.0
2024,제이엠티,제이엠티(JMT),㈜네오플레너스,9,3,1,0,0,0.3333333333333333,0.1111111111111111,76442,0.76442,624.9
2023,제일구락부,제일구락부,메이커다이브(주),3,3,0,0,0,1.0,0.0,0,0.0,0.0
2018,제주스,제주스,(주)제주스,4,4,0,0,0,1.0,0.0,0,0.0,0.0
2019,제주스,제주스,(주)제주스,10,8,0,2,0,0.8,0.2,0,0.0,0.0
2020,제주스,제주스,(주)제주스,13,4,1,0,1,0.3076923076923077,0.07692307692307693,125548,1.25548,928.1
2021,제주스,제주스,(주)제주스,20,9,2,0,1,0.45,0.1,96250,0.9625,782.8
2022,제주스,제주스,(주)제주스,28,11,0,3,1,0.39285714285714285,0.10714285714285714,142857,1.42857,1185.9
2023,제주스,제주스,(주)제주스,32,7,0,3,0,0.21875,0.09375,175699,1.75699,1215.5
2024,제주스,제주스,(주)제주스,34,5,0,3,0,0.14705882352941177,0.08823529411764706,212371,2.12371,22337.6
2020,제퍼빈스,제퍼빈스(Zephyr Beans),(주)티엠홀딩스,4,0,1,0,0,0.0,0.25,57459,0.57459,547.2
2021,제퍼빈스,제퍼빈스(Zephyr Beans),(주)에이앤제이코퍼레이션,4,0,0,0,0,0.0,0.0,61432,0.61432,585.1
2024,제퍼빈스,제퍼빈스(Zephyr Beans),(주)에이앤제이코퍼레이션,3,0,0,0,0,0.0,0.0,68019,0.68019,755.8
2017,제퍼커피,제퍼커피(ZEPHYR COFFEE),(주)티엠홀딩스,19,4,3,0,0,0.21052631578947367,0.15789473684210525,62166,0.62166,478.2
2018,제퍼커피,제퍼커피(ZEPHYR COFFEE),(주)티엠홀딩스,13,0,6,0,0,0.0,0.46153846153846156,84457,0.84457,696.0
2019,제퍼커피,제퍼커피(ZEPHYR COFFEE),(주)티엠홀딩스,5,0,8,0,0,0.0,1.6,9243,0.09243,84.0
2017,제프리 카벤디쉬 런던,제프리 카벤디쉬 런던,(주)제프리 컴퍼니,2,0,0,0,0,0.0,0.0,0,0.0,0.0
2023,조선다방,조선다방,내조국국밥(주),27,27,0,0,0,1.0,0.0,120116,1.20116,965.2
2024,조선다방,조선다방,내조국국밥(주),22,1,1,5,0,0.045454545454545456,0.2727272727272727,105514,1.05514,805.7
2022,조커커피,조커커피(JOKER COFFEE),커피신화(주),1,1,0,0,0,1.0,0.0,0,0.0,0.0
2023,조커커피,조커커피(JOKER COFFEE),커피신화(주),1,0,0,0,0,0.0,0.0,0,0.0,0.0
2017,죠샌드위치앤커피,죠샌드위치앤커피,(주)제이에스앤씨,48,5,12,0,6,0.10416666666666667,0.25,143477,1.43477,856.6
