yr,brand,brandNm,corpNm,frcsCnt,newFrcsRgsCnt,ctrtEndCnt,ctrtCncltnCnt,nmChgCnt,open_rate,close_rate,avrgSlsAmt,avg_sales_eok,ar_unit_sales_manwon
2021,디에떼에스프레소,디에떼에스프레소,(주)디떼,89,5,22,2,5,0.056179775280898875,0.2696629213483146,37673,0.37673,134.4
2022,디에떼에스프레소,디에떼에스프레소,(주)디떼,71,3,9,12,4,0.04225352112676056,0.29577464788732394,40763,0.40763,153.3
2023,디에떼에스프레소,디에떼에스프레소,(주)디떼,56,1,16,0,0,0.017857142857142856,0.2857142857142857,43255,0.43255,164.0
2024,디에떼에스프레소,디에떼에스프레소,(주)하정,33,2,20,5,0,0.06060606060606061,0.7575757575757576,40164,0.40164,155.0
2022,디저트 39,디저트 39,(주)에스엠씨인터내셔널,336,190,0,0,11,0.5654761904761905,0.0,374855,3.74855,2085.0
2024,디저트39,디저트39,(주)에스엠씨인터내셔널,529,100,16,19,22,0.1890359168241966,0.0661625708884688,325803,3.25803,1447.5
2022,디저트부티크엠,디저트부티크엠,디저트부티크엠,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2023,디저트부티크엠,디저트부티크엠,디저트부티크엠,2,1,0,0,0,0.5,0.0,0,0.0,0.0
2017,디초콜릿커피,디초콜릿커피,(주)할리스에프앤비 ,30,1,8,1,3,0.03333333333333333,0.3,190115,1.90115,897.8
2017,디초콜릿커피앤드,디초콜릿커피앤드,(주)할리스에프앤비,17,5,4,0,0,0.29411764705882354,0.23529411764705882,183563,1.83563,1132.0
2018,디초콜릿커피앤드,디초콜릿커피앤드,(주)할리스에프앤비,20,7,4,0,0,0.35,0.2,175539,1.75539,623.6
2019,디초콜릿커피앤드,디초콜릿커피앤드,(주)할리스에프앤비,26,10,0,4,3,0.38461538461538464,0.15384615384615385,196626,1.96626,637.4
2020,디초콜릿커피앤드,디초콜릿커피앤드,(주)할리스에프앤비,23,3,6,0,0,0.13043478260869565,0.2608695652173913,229680,2.2968,218.4
2021,디초콜릿커피앤드,디초콜릿커피앤드,(주)케이지할리스에프앤비,11,0,10,2,1,0.0,1.0909090909090908,150814,1.50814,477.2
2022,디초콜릿커피앤드,디초콜릿커피앤드,(주)케이지할리스에프앤비,7,0,3,1,0,0.0,0.5714285714285714,128239,1.28239,384.0
2023,디커피,디커피,디커피:DCOFFEE,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2024,디커피,디커피,디커피:DCOFFEE,2,1,0,0,0,0.5,0.0,203570,2.0357,415.4
2017,딜라잇식스,딜라잇식스(DELIGHT6),(주)딜라잇코리아,4,4,0,0,0,1.0,0.0,0,0.0,0.0
2018,딜라잇식스,딜라잇식스(DELIGHT6),(주)딜라잇코리아,4,1,1,0,0,0.25,0.25,0,0.0,0.0
2019,딜라잇식스,딜라잇식스(DELIGHT6),(주)딜라잇코리아,4,0,0,0,0,0.0,0.0,0,0.0,0.0
2023,딜리커피,딜리커피(DILI COFFEE),(주)위드비컴퍼니,6,6,0,0,0,1.0,0.0,224798,2.24798,977.3
2024,딜리커피,딜리커피(DILI COFFEE),(주)위드비컴퍼니,11,6,1,0,0,0.5454545454545454,0.09090909090909091,112585,1.12585,709.3
2023,땡큐베리머치,땡큐베리머치,디저트땡큐,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2017,떼루와,떼루와,(주)떼루와,111,103,4,0,1,0.9279279279279279,0.036036036036036036,179162,1.79162,1894.6
2023,떼루와,떼루와,(주)떼루와,17,0,9,0,0,0.0,0.5294117647058824,86793,0.86793,871.0
2024,떼루와,떼루와,(주)떼루와,16,0,1,0,1,0.0,0.0625,83108,0.83108,835.8
2024,또리커피,또리커피,또리커피본점,10,10,0,0,0,1.0,0.0,483803,4.83803,3583.7
2022,또잇카페,또잇카페(TTOEATCAFE),또잇카페본점(TTOEATCAFE),1,1,0,0,0,1.0,0.0,0,0.0,0.0
2023,또잇카페,또잇카페(TTOEATCAFE),또잇카페본점(TTOEATCAFE),1,0,0,0,0,0.0,0.0,0,0.0,0.0
2019,뜰커피,뜰커피,카페앤테이크아웃,6,6,0,0,0,1.0,0.0,0,0.0,0.0
2020,뜰커피,뜰커피,뜰5커피,16,10,0,0,0,0.625,0.0,209653,2.09653,922.0
2021,뜰커피,뜰커피,뜰5커피,27,11,0,0,0,0.4074074074074074,0.0,155210,1.5521,679.3
2023,뜰커피,뜰커피,오드리인터내셔널,27,2,4,0,3,0.07407407407407407,0.14814814814814814,164616,1.64616,650.7
2017,띵크커피,띵크커피,(주)띵크커피코리아,5,0,1,1,0,0.0,0.4,209077,2.09077,469.7
2018,띵크커피,띵크커피,(주)띵크커피코리아,5,0,0,0,0,0.0,0.0,224947,2.24947,421.1
2019,띵크커피,띵크커피,(주)띵크커피코리아,4,0,1,0,1,0.0,0.25,0,0.0,0.0
2020,띵크커피,띵크커피,(주)띵크커피코리아,1,0,2,1,0,0.0,3.0,0,0.0,0.0
2021,띵크커피,띵크커피,(주)티씨케이컴퍼니,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2022,띵크커피,띵크커피,(주)티씨케이컴퍼니,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2023,띵크커피,띵크커피,(주)티씨케이컴퍼니,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2024,띵크커피,띵크커피,(주)티씨케이컴퍼니,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2024,띵크프룻,띵크프룻,(주)지구당,2,2,0,0,0,1.0,0.0,424866,4.24866,1371.6
2017,라드커피,라드커피(LAD COFFEE),라드커피,10,5,1,0,0,0.5,0.1,355691,3.55691,552.5
2018,라드커피,라드커피(LAD COFFEE),라드커피,11,4,1,2,0,0.36363636363636365,0.2727272727272727,234701,2.34701,706.9
2019,라드커피,라드커피(LAD COFFEE),라드커피,10,2,2,1,2,0.2,0.3,207200,2.072,632.4
2018,라떼떼,라떼떼,(주)엘에이치지,33,19,0,1,0,0.5757575757575758,0.030303030303030304,27315,0.27315,141.3
2019,라떼떼,라떼떼,(주)엘에이치지,37,15,0,11,0,0.40540540540540543,0.2972972972972973,49361,0.49361,379.0
2020,라떼떼,라떼떼,(주)엘에이치지,36,15,0,16,2,0.4166666666666667,0.4444444444444444,60949,0.60949,358.1
2021,라떼떼,라떼떼,(주)엘에이치지,36,14,0,14,2,0.3888888888888889,0.3888888888888889,44675,0.44675,224.0
2022,라떼떼,라떼떼,(주)엘에이치지,21,1,0,16,2,0.047619047619047616,0.7619047619047619,42596,0.42596,237.0
2023,라떼떼,라떼떼,(주)엘에이치지,12,2,0,11,1,0.16666666666666666,0.9166666666666666,106813,1.06813,528.0
2024,라떼떼,라떼떼,(주)엘에이치지,12,0,0,0,0,0.0,0.0,35795,0.35795,215.7
2017,라떼떼커피,라떼떼커피,(주)엘에이치지,15,8,0,1,0,0.5333333333333333,0.06666666666666667,0,0.0,0.0
2017,라떼킹,라떼킹(latteking),블루빈컴퍼니(주),30,3,3,0,2,0.1,0.1,126378,1.26378,791.4
2018,라떼킹,라떼킹(latteking),블루빈컴퍼니(주),24,0,7,0,1,0.0,0.2916666666666667,129802,1.29802,726.6
2019,라떼킹,라떼킹(latteking),블루빈컴퍼니(주),16,1,9,0,0,0.0625,0.5625,134119,1.34119,769.9
2020,라떼킹,라떼킹(latteking),블루빈컴퍼니(주),12,0,4,0,0,0.0,0.3333333333333333,118040,1.1804,674.7
2021,라떼킹,라떼킹(Latteking),블루빈컴퍼니(주),9,0,3,0,1,0.0,0.3333333333333333,94775,0.94775,512.7
2022,라떼킹,라떼킹(Latteking),블루빈컴퍼니(주),8,0,1,0,0,0.0,0.125,89658,0.89658,468.4
2023,라떼킹,라떼킹(Latteking),블루빈컴퍼니(주),9,2,1,0,0,0.2222222222222222,0.1111111111111111,89007,0.89007,608.3
2024,라떼킹,라떼킹(Latteking),블루빈컴퍼니(주),10,3,2,0,0,0.3,0.2,210456,2.10456,1225.7
2023,라바게트,라바게트,(주)라바게트,2,2,0,0,0,1.0,0.0,0,0.0,0.0
2024,라바게트,라바게트,(주)라바게트,9,7,0,0,2,0.7777777777777778,0.0,155794,1.55794,1048.6
2019,라벨스하이디,라벨스하이디,부산우유프랜차이즈사업부,9,9,0,0,0,1.0,0.0,154053,1.54053,451.2
2020,라벨스하이디,라벨스하이디,(주)라벨스하이디,9,0,0,0,3,0.0,0.0,144157,1.44157,317.7
2021,라벨스하이디,라벨스하이디,(주)라벨스하이디,8,1,1,1,0,0.125,0.25,130176,1.30176,243.1
2022,라벨스하이디,라벨스하이디,(주)라벨스하이디,4,0,4,0,0,0.0,1.0,0,0.0,0.0
2023,라벨스하이디,라벨스하이디,(주)라벨스하이디,4,0,0,0,0,0.0,0.0,0,0.0,0.0
2024,라벨스하이디,라벨스하이디,(주)라벨스하이디,3,0,1,0,0,0.0,0.3333333333333333,0,0.0,0.0
2017,라붐커피,라붐커피(LABOOM COFFEE),(주)라붐팩토리,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2020,라붐커피,라붐커피(LABOOM COFFEE),(주)라붐팩토리,3,0,0,0,0,0.0,0.0,0,0.0,0.0
2021,라붐커피,라붐커피(LABOOM COFFEE),(주)라붐팩토리,4,2,1,0,0,0.5,0.25,0,0.0,0.0
2022,라붐커피,라붐커피(LABOOM COFFEE),(주)라붐팩토리,4,0,0,0,0,0.0,0.0,0,0.0,0.0
2024,라붐커피,라붐커피 (LABOOM COFFEE),(주)라붐팩토리,1,0,2,0,0,0.0,2.0,1670000,16.7,1837.0
2019,라센다 커피,라센다 커피,(유)다빈,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2020,라센다 커피,라센다 커피,(유)다빈,5,4,0,0,0,0.8,0.0,0,0.0,0.0
2021,라센다 커피,라센다 커피,(유)다빈,4,0,1,0,0,0.0,0.25,0,0.0,0.0
2022,라센다 커피,라센다 커피,(유)다빈,4,1,1,0,0,0.25,0.25,0,0.0,0.0
2023,라센다 커피,라센다 커피,(유)다빈,3,0,1,0,0,0.0,0.3333333333333333,0,0.0,0.0
2017,라스베이글,라스베이글,(주)에쓰앤씨,4,3,0,0,1,0.75,0.0,0,0.0,0.0
2018,라스베이글,라스베이글,(주)애채,4,2,2,0,2,0.5,0.5,0,0.0,0.0
2019,라스베이글,라스베이글,(주)애채,6,3,1,0,2,0.5,0.16666666666666666,178370,1.7837,1312.7
2020,라스베이글,라스베이글,(주)애채,8,2,0,0,0,0.25,0.0,183439,1.83439,693.0
2021,라스베이글,라스베이글,(주)애채,8,2,2,0,0,0.25,0.25,126846,1.26846,443.7
2022,라스베이글,라스베이글,(주)애채,7,2,2,1,1,0.2857142857142857,0.42857142857142855,130463,1.30463,399.7
2023,라스베이글,라스베이글,(주)애채,9,5,3,0,0,0.5555555555555556,0.3333333333333333,131368,1.31368,632.4
2024,라스베이글,라스베이글,(주)애채,7,1,2,1,1,0.14285714285714285,0.42857142857142855,132420,1.3242,1066.4
2022,라오나카페,라오나카페,라오나컴퍼니(주),2,3,1,0,0,1.5,0.5,242078,2.42078,1011.1
2020,라크리마커피,라크리마커피,(주)정명에프앤비,9,9,0,0,0,1.0,0.0,67115,0.67115,264.9
2021,라크리마커피,라크리마커피,(주)정명에프앤비,7,1,3,0,0,0.14285714285714285,0.42857142857142855,98738,0.98738,371.6
2022,라크리마커피,라크리마커피,(주)정명에프앤비,5,2,4,0,0,0.4,0.8,77444,0.77444,268.9
2023,라크리마커피,라크리마커피,(주)정명에프앤비,2,0,3,0,0,0.0,1.5,132181,1.32181,1321.8
2023,라포미,라포미(LAFORME),라포미,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2020,라헬의부엌,라헬의부엌,(주)제이이아이컴퍼니,9,9,0,0,0,1.0,0.0,0,0.0,0.0
2020,락립배,락립배,락립배코리아(주),4,4,0,0,0,1.0,0.0,0,0.0,0.0
2021,락립배,락립배,락립배코리아(주),4,0,0,0,0,0.0,0.0,0,0.0,0.0
2022,락립배,락립배,락립배코리아(주),1,0,0,4,0,0.0,4.0,0,0.0,0.0
2023,락립배,락립배,락립배코리아(주),1,0,0,0,0,0.0,0.0,0,0.0,0.0
2021,랑데자뷰,랑데자뷰(RENDEJAVOUS),(주)랑데자뷰,26,22,0,0,0,0.8461538461538461,0.0,0,0.0,0.0
2022,랑데자뷰,랑데자뷰(RENDEJAVOUS),(주)랑데자뷰,40,16,0,2,0,0.4,0.05,360616,3.60616,369.2
2023,랑데자뷰,랑데자뷰(RENDEJAVOUS),(주)랑데자뷰,37,5,6,2,3,0.13513513513513514,0.21621621621621623,296803,2.96803,314.9
2024,랑데자뷰,랑데자뷰(RENDEJAVOUS),(주)랑데자뷰,29,0,6,2,1,0.0,0.27586206896551724,269891,2.69891,314.0
2020,랭스터디카페,랭스터디카페(LANG STUDY CAFE),(주)더뉴웨이스,13,6,0,1,1,0.46153846153846156,0.07692307692307693,236417,2.36417,370.8
2021,랭스터디카페,랭스터디카페(LANG STUDY CAFE),(주)더뉴웨이스,34,21,0,0,0,0.6176470588235294,0.0,185213,1.85213,263.3
2022,랭스터디카페,랭스터디카페(LANG STUDY CAFE),(주)더뉴웨이스,45,17,6,0,0,0.37777777777777777,0.13333333333333333,132552,1.32552,174.9
2024,랭스터디카페,랭스터디카페,(주)케이에프오에스(KFOS),1,1,0,0,0,1.0,0.0,0,0.0,0.0
2022,레드라인홀덤펍,레드라인홀덤펍,(주)예스프랜차이즈,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2017,레드망고,레드망고,릴레이인터내셔널(주),4,0,0,0,1,0.0,0.0,0,0.0,0.0
2018,레드망고,레드망고,릴레이인터내셔널(주),3,0,0,1,1,0.0,0.3333333333333333,198988,1.98988,1270.1
2017,레드머그커피,레드머그커피,(주)놀부,12,10,0,0,1,0.8333333333333334,0.0,0,0.0,0.0
2018,레드머그커피,레드머그커피,(주)놀부,4,1,0,9,0,0.25,2.25,0,0.0,0.0
2019,레드머그커피,레드머그커피,(주)놀부,1,0,0,4,0,0.0,4.0,0,0.0,0.0
2020,레드머그커피,레드머그커피,(주)놀부,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2023,레드애플,레드애플,(주)와이티아이컴퍼니,7,6,3,0,2,0.8571428571428571,0.42857142857142855,154787,1.54787,817.3
2024,레드애플,레드애플,(주)와이티아이컴퍼니,9,6,0,4,0,0.6666666666666666,0.4444444444444444,157910,1.5791,862.3
2018,레이지모닝,레이지모닝,레이지모닝,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2019,레이지모닝,레이지모닝,레이지모닝,5,4,0,0,0,0.8,0.0,0,0.0,0.0
2020,레이지모닝,레이지모닝,레이지모닝,5,0,0,0,1,0.0,0.0,418408,4.18408,523.0
2022,레이지앤코,레이지앤코(LAZY & CO),(주)케이디앤아이,2,2,0,0,0,1.0,0.0,0,0.0,0.0
2023,레이지앤코,레이지앤코(LAZY & CO),(주)케이디앤아이,2,0,0,0,0,0.0,0.0,268993,2.68993,1415.8
2024,레이지앤코,레이지앤코(LAZY & CO),(주)케이디앤아이,3,1,0,0,0,0.3333333333333333,0.0,200951,2.00951,1172.7
2023,레인드랍커피,레인드랍커피,(주)레인드랍커피,2,1,0,0,0,0.5,0.0,0,0.0,0.0
2024,레인드랍커피,레인드랍커피,(주)레인드랍커피,1,0,1,0,0,0.0,1.0,58178,0.58178,1066.6
2021,레프트뱅크,레프트뱅크,(주)레프트뱅크,2,0,0,0,0,0.0,0.0,0,0.0,0.0
2022,레프트뱅크,레프트뱅크,(주)레프트뱅크,9,7,0,0,0,0.7777777777777778,0.0,195594,1.95594,1955.9
2023,레프트뱅크,레프트뱅크,(주)레프트뱅크,11,2,0,0,0,0.18181818181818182,0.0,264398,2.64398,2644.0
2024,레프트뱅크,레프트뱅크,(주)레프트뱅크,21,11,0,1,0,0.5238095238095238,0.047619047619047616,202057,2.02057,2020.6
2022,로건커피,로건커피,(주)디저트팩토리,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2019,로반스윗,로반스윗,(주)로반스윗,9,7,0,0,0,0.7777777777777778,0.0,68203,0.68203,803.8
2020,로반스윗,로반스윗,(주)로반스윗,10,3,2,0,0,0.3,0.2,84300,0.843,818.2
2021,로반스윗,로반스윗,(주)로반스윗,7,0,3,0,0,0.0,0.42857142857142855,61176,0.61176,535.3
2022,로반스윗,로반스윗,(주)로반스윗,7,1,1,0,0,0.14285714285714285,0.14285714285714285,68571,0.68571,685.4
2023,로반스윗,로반스윗,(주)로반스윗,6,2,3,0,0,0.3333333333333333,0.5,122000,1.22,1161.6
2024,로반스윗,로반스윗,(주)로반스윗,6,0,0,0,0,0.0,0.0,120333,1.20333,1145.8
2024,로우라이즈,로우라이즈,유어타입,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2020,록시드갸토,록시드갸토(LOXID GATEAU),(주)지제이케이홀딩스,13,11,0,0,0,0.8461538461538461,0.0,141829,1.41829,460.5
2021,록시드갸토,록시드갸토(LOXID GATEAU),(주)지제이케이홀딩스,15,6,4,0,1,0.4,0.26666666666666666,91457,0.91457,292.4
2022,록시드갸토,록시드갸토(LOXID GATEAU),(주)지제이케이홀딩스,10,1,6,0,0,0.1,0.6,83470,0.8347,289.4
2022,롤스커피,롤스커피,(주)엘에이치지,2,2,0,0,0,1.0,0.0,0,0.0,0.0
2023,롤스커피,롤스커피,(주)엘에이치지,4,3,0,1,0,0.75,0.25,124206,1.24206,861.3
2024,롤스커피,롤스커피,(주)엘에이치지,6,3,0,1,1,0.5,0.16666666666666666,78160,0.7816,486.3
2017,루고,루고,(주)이랜드파크,3,1,0,0,0,0.3333333333333333,0.0,260028,2.60028,464.3
2018,루고,루고,(주)이랜드파크,4,2,0,1,0,0.5,0.25,199345,1.99345,362.8
2019,루고,루고,(주)이랜드이츠,6,2,0,0,0,0.3333333333333333,0.0,195197,1.95197,596.0
2020,루고,루고,(주)이랜드이츠,8,2,0,0,0,0.25,0.0,197649,1.97649,711.0
2021,루고,루고,(주)이랜드이츠,11,3,0,0,0,0.2727272727272727,0.0,105607,1.05607,119.5
2022,루고,루고,(주)이랜드이츠,10,0,0,1,0,0.0,0.1,87658,0.87658,514.2
2023,루고,루고,(주)이랜드이츠,10,0,0,0,1,0.0,0.0,105509,1.05509,490.1
2024,루고,루고,(주)이랜드이츠,9,0,1,0,0,0.0,0.1111111111111111,120099,1.20099,511.6
2017,루머팡,루머팡,(주)루머팡,25,0,0,11,0,0.0,0.44,0,0.0,0.0
2018,루머팡,루머팡,(주)루머팡,23,3,0,5,0,0.13043478260869565,0.21739130434782608,0,0.0,0.0
2019,루머팡,루머팡,(주)루머팡,17,0,0,6,0,0.0,0.35294117647058826,0,0.0,0.0
2020,루머팡,루머팡,(주)루머팡,16,0,0,1,0,0.0,0.0625,0,0.0,0.0
2021,루머팡,루머팡,(주)루머팡,7,0,0,9,0,0.0,1.2857142857142858,0,0.0,0.0
2022,루머팡,루머팡,(주)루머팡,7,0,0,0,0,0.0,0.0,27596,0.27596,250.9
2023,루머팡,루머팡,(주)루머팡,7,0,0,0,0,0.0,0.0,22972,0.22972,208.8
2024,루머팡,루머팡,(주)루머팡,7,0,0,0,0,0.0,0.0,19186,0.19186,174.4
2023,루메,루메(LUME),루메,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2024,루메,루메(LUME),루메,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2022,루아 푸푸 커피,루아 푸푸 커피,(주)루아,13,13,0,0,0,1.0,0.0,215897,2.15897,1809.7
2023,루아 푸푸 커피,루아 푸푸 커피,(주)교동에프씨,16,3,0,0,0,0.1875,0.0,146232,1.46232,762.3
2021,루즈폴,루즈폴,루즈폴(LUZPOL),2,2,0,0,0,1.0,0.0,0,0.0,0.0
2020,루프트커피,루프트커피(LUFT COFFEE),(주)루프트,2,2,0,0,0,1.0,0.0,0,0.0,0.0
2024,룩앳더 바리스타,룩앳더 바리스타,(주)성공시대,2,2,0,0,0,1.0,0.0,0,0.0,0.0
2017,르돌치1946,르돌치1946(Le Dolci 1946),르돌치일구사육(주),2,2,0,0,1,1.0,0.0,0,0.0,0.0
2024,르몬,르몬(Le Mohn),까사델커피,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2017,리치망고,리치망고,(주)리치망고,18,8,0,1,2,0.4444444444444444,0.05555555555555555,236087,2.36087,1166.1
2018,리치망고,리치망고,(주)리치망고,13,0,3,0,2,0.0,0.23076923076923078,179423,1.79423,842.4
2019,리치망고,리치망고,(주)리치망고,12,0,0,1,1,0.0,0.08333333333333333,144183,1.44183,623.3
2018,리트웨이,리트웨이(LITWAY),리트웨이,2,2,0,0,0,1.0,0.0,0,0.0,0.0
2018,리프패럿,리프패럿(LIP Parrot),L.I.PParrotCompany,4,4,0,0,0,1.0,0.0,0,0.0,0.0
2019,리프패럿,리프패럿(LIP Parrot),L.I.PParrotCompany,16,13,1,0,0,0.8125,0.0625,108573,1.08573,264.8
2020,리프패럿,리프패럿(LIP Parrot),(주)리프래럿,24,10,2,0,0,0.4166666666666667,0.08333333333333333,102665,1.02665,274.1
2017,마고스,마고스,(주)마고스,16,0,1,0,0,0.0,0.0625,113503,1.13503,1420.4
2017,마노핀,마노핀,(주)엠피그룹,15,7,1,0,0,0.4666666666666667,0.06666666666666667,218188,2.18188,2364.8
2018,마노핀,마노핀,(주)엠피그룹,14,0,0,1,2,0.0,0.07142857142857142,221729,2.21729,2481.4
2019,마노핀,마노핀,(주)엠피그룹,12,0,2,0,1,0.0,0.16666666666666666,179620,1.7962,1900.7
2020,마노핀,마노핀,(주)엠피그룹,11,0,0,1,0,0.0,0.09090909090909091,180301,1.80301,2993.6
2021,마노핀,마노핀,(주)엠피대산,9,0,2,0,0,0.0,0.2222222222222222,63846,0.63846,997.4
2022,마노핀,마노핀,(주)엠피대산,2,0,0,7,0,0.0,3.5,41699,0.41699,252.7
2023,마노핀,마노핀,(주)디에스이엔,2,0,0,0,0,0.0,0.0,41366,0.41366,153.2
2019,마린커피,마린커피,마린커피로스터스,5,4,0,0,1,0.8,0.0,120707,1.20707,1195.1
2020,마린커피,마린커피,마린커피로스터스,7,2,0,0,2,0.2857142857142857,0.0,135152,1.35152,1537.9
2021,마린커피,마린커피,마린커피로스터스,8,3,2,0,0,0.375,0.25,151244,1.51244,1525.6
2022,마린커피,마린커피,마린커피로스터스,11,3,0,0,1,0.2727272727272727,0.0,152515,1.52515,1376.8
2023,마린커피,마린커피,마린커피로스터스,14,4,1,0,0,0.2857142857142857,0.07142857142857142,146308,1.46308,1393.9
2024,마린커피,마린커피,(주)마린컴퍼니,12,1,3,0,0,0.08333333333333333,0.25,144971,1.44971,1351.4
2021,마망카페,마망카페,마망카페,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2018,마시그래이,마시그래이,(주)에스이엠,77,14,4,0,13,0.18181818181818182,0.05194805194805195,131950,1.3195,1000.3
2019,마시그래이,마시그래이,(주)에스이엠,79,8,6,0,13,0.10126582278481013,0.0759493670886076,140454,1.40454,1066.2
2020,마시그래이,마시그래이,(주)에스이엠,75,11,15,0,7,0.14666666666666667,0.2,132610,1.3261,1053.3
2021,마시그래이,마시그래이,(주)에스이엠,76,10,9,0,4,0.13157894736842105,0.11842105263157894,116520,1.1652,942.9
2022,마시그래이,마시그래이,(주)에스이엠,77,6,5,0,7,0.07792207792207792,0.06493506493506493,115511,1.15511,946.7
2023,마시그래이,마시그래이,(주)에스이엠,73,6,10,0,7,0.0821917808219178,0.136986301369863,110110,1.1011,916.1
2024,마시그래이,마시그래이,(주)에스이엠,61,4,16,0,4,0.06557377049180328,0.26229508196721313,107937,1.07937,904.7
2021,마실커피,마실커피,(주)이노컴프,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2022,마실커피,마실커피,(주)이노컴프,13,12,0,0,0,0.9230769230769231,0.0,320232,3.20232,1365.9
2023,마실커피,마실커피,(주)마실에프앤비,24,11,0,0,5,0.4583333333333333,0.0,272248,2.72248,1764.9
2024,마실커피,마실커피,(주)마실에프앤비,37,13,0,0,4,0.35135135135135137,0.0,211640,2.1164,1439.8
2019,마이쥬스,마이쥬스,(주)마이에프앤비,6,2,2,0,0,0.3333333333333333,0.3333333333333333,118740,1.1874,508.7
2020,마이쥬스,마이쥬스,(주)마이에프앤비,8,4,2,0,0,0.5,0.25,193882,1.93882,952.8
2021,마이쥬스,마이쥬스,(주)마이에프앤비,10,2,0,0,0,0.2,0.0,205019,2.05019,1007.5
2022,마이쥬스,마이쥬스,(주)마이에프앤비,7,2,5,0,2,0.2857142857142857,0.7142857142857143,236732,2.36732,1040.8
2023,마이쥬스,마이쥬스,(주)마이에프앤비,7,0,1,0,0,0.0,0.14285714285714285,226381,2.26381,1045.1
2024,마이쥬스,마이쥬스,(주)마이에프앤비,6,0,1,0,0,0.0,0.16666666666666666,178096,1.78096,957.2
2021,마이크로 로스터즈,마이크로 로스터즈,(주)채움에프앤비,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2022,마이크로로스터즈,마이크로로스터즈,(주)채움에프앤비,1,0,0,0,0,0.0,0.0,0,0.0,0.0
2022,마일로,마일로(MILO),(주)마일로,9,9,0,0,0,1.0,0.0,251000,2.51,2642.1
2023,마일로,마일로(MILO),(주)마일로,17,8,0,0,0,0.47058823529411764,0.0,191766,1.91766,1556.3
2024,마일로,마일로(MILO),(주)마일로,26,12,0,3,2,0.46153846153846156,0.11538461538461539,267356,2.67356,1552.0
2020,마치마치,마치마치,(주)마치마치코리아,2,2,0,0,0,1.0,0.0,0,0.0,0.0
2021,마치마치,마치마치,(주)마치마치코리아,3,2,1,0,0,0.6666666666666666,0.3333333333333333,0,0.0,0.0
2017,마피아커피,마피아커피(MAFIA COFFEE),(주)이든에프앤비,12,12,2,0,0,1.0,0.16666666666666666,88660,0.8866,1434.4
2018,마피아커피,마피아커피(MAFIA COFFEE),(주)이든에프앤비,16,9,5,0,2,0.5625,0.3125,81102,0.81102,656.9
2017,만랩커피,만랩커피,(주)만랩,10,10,0,0,0,1.0,0.0,152359,1.52359,1328.1
2018,만랩커피,만랩커피,(주)만랩,28,18,0,0,2,0.6428571428571429,0.0,129755,1.29755,286.7
2019,만랩커피,만랩커피,(주)만랩,64,37,0,1,0,0.578125,0.015625,135946,1.35946,87.1
2020,만랩커피,만랩커피,(주)만랩,105,43,0,2,4,0.4095238095238095,0.01904761904761905,159063,1.59063,827.5
2021,만랩커피,만랩커피,(주)만랩,129,35,0,11,6,0.2713178294573643,0.08527131782945736,153924,1.53924,824.3
2022,만랩커피,만랩커피,(주)만랩,143,26,14,0,4,0.18181818181818182,0.0979020979020979,126914,1.26914,1734.0
2023,만랩커피,만랩커피,(주)만랩,125,12,26,0,10,0.096,0.208,132504,1.32504,1537.3
2024,만랩커피,만랩커피,(주)만랩,107,11,29,0,5,0.102803738317757,0.27102803738317754,137937,1.37937,714.5
2024,만족커피,만족커피,(주)대만족,2,2,0,0,0,1.0,0.0,0,0.0,0.0
2020,말리따,말리따(MALITTA),(주)피쉐프코리아,1,1,0,0,0,1.0,0.0,0,0.0,0.0
2021,말리따,말리따(MALITTA),(주)피쉐프코리아,9,9,1,0,1,1.0,0.1111111111111111,0,0.0,0.0
2022,말리따,말리따(MALITTA),(주)피쉐프코리아,8,0,1,0,1,0.0,0.125,0,0.0,0.0
2023,말리따,말리따(MALITTA),(주)피쉐프코리아,7,0,0,1,0,0.0,0.14285714285714285,0,0.0,0.0
2017,말리커피,말리커피,(주)씨앤브이인터내셔널,4,1,3,0,1,0.25,0.75,23856,0.23856,59.7
2017,말자네약속다방,말자네약속다방,(주)금탑에프앤비,3,3,0,0,0,1.0,0.0,0,0.0,0.0
2018,말자네약속다방,말자네약속다방,(주)금탑에프앤비,4,1,0,0,0,0.25,0.0,0,0.0,0.0
